screenshot_path,domain,hash_id,is_phishing
data/raw\screenshots\legit\www.telefonica.de_ab793b07.png,www.telefonica.de,ab793b07,0
data/raw\screenshots\legit\www.cwi.nl_802f19c2.png,www.cwi.nl,802f19c2,0
data/raw\screenshots\phishing\bxbx132.top_c975b65b.png,bxbx132.top,c975b65b,1
data/raw\screenshots\legit\pluto.tv_193f0684.png,pluto.tv,193f0684,0
data/raw\screenshots\phishing\www.5510006.net_d4dc7b47.png,www.5510006.net,d4dc7b47,1
data/raw\screenshots\legit\uchi.ru_69dc31c1.png,uchi.ru,69dc31c1,0
data/raw\screenshots\legit\youradchoices.com_e2158e97.png,youradchoices.com,e2158e97,0
data/raw\screenshots\legit\mk.ru_1c55caec.png,mk.ru,1c55caec,0
data/raw\screenshots\legit\www.flashscore.ro_f7815ff1.png,www.flashscore.ro,f7815ff1,0
data/raw\screenshots\phishing\www.bet6305365.com_e397c3fc.png,www.bet6305365.com,e397c3fc,1
data/raw\screenshots\legit\www.santander.com.br_1b38eaf9.png,www.santander.com.br,1b38eaf9,0
data/raw\screenshots\legit\kmv.ru_37de09d4.png,kmv.ru,37de09d4,0
data/raw\screenshots\phishing\s.teamh.cc_239c2d13.png,s.teamh.cc,239c2d13,1
data/raw\screenshots\phishing\marketplace-item-54659856563.hstn.me_9525dafe.png,marketplace-item-54659856563.hstn.me,9525dafe,1
data/raw\screenshots\legit\blog.teacherspayteachers.com_e11564ed.png,blog.teacherspayteachers.com,e11564ed,0
data/raw\screenshots\phishing\nadiracademy-ieef.com_8f810edb.png,nadiracademy-ieef.com,8f810edb,1
data/raw\screenshots\phishing\mon-colissimo-livraison.com_51b188c8.png,mon-colissimo-livraison.com,51b188c8,1
data/raw\screenshots\legit\urbanoutfitters.com_639a0f2f.png,urbanoutfitters.com,639a0f2f,0
data/raw\screenshots\phishing\steam-store.ys7z.com_d9e81bb3.png,steam-store.ys7z.com,d9e81bb3,1
data/raw\screenshots\legit\www.kurir.rs_ffa65fc1.png,www.kurir.rs,ffa65fc1,0
data/raw\screenshots\phishing\mypag.io_7e2068c4.png,mypag.io,7e2068c4,1
data/raw\screenshots\phishing\surveyheart.com_b4475f75.png,surveyheart.com,b4475f75,1
data/raw\screenshots\phishing\www.aegtecnoservice.it_a653e112.png,www.aegtecnoservice.it,a653e112,1
data/raw\screenshots\phishing\365800082.cc_472c9c5b.png,365800082.cc,472c9c5b,1
data/raw\screenshots\phishing\binbullion.com_d194ec7f.png,binbullion.com,d194ec7f,1
data/raw\screenshots\legit\www.lululemon.com_9159ce6d.png,www.lululemon.com,9159ce6d,0
data/raw\screenshots\legit\donate.rawstory.com_c51af2a8.png,donate.rawstory.com,c51af2a8,0
data/raw\screenshots\phishing\86339w.com_537efc94.png,86339w.com,537efc94,1
data/raw\screenshots\phishing\ridando.it_a7b56a3a.png,ridando.it,a7b56a3a,1
data/raw\screenshots\legit\www.dynatrace.com_30f7873f.png,www.dynatrace.com,30f7873f,0
data/raw\screenshots\legit\www.dondominio.com_d2fac1bf.png,www.dondominio.com,d2fac1bf,0
data/raw\screenshots\legit\codecanyon.net_3491c884.png,codecanyon.net,3491c884,0
data/raw\screenshots\legit\xxxvideo.best_12235913.png,xxxvideo.best,12235913,0
data/raw\screenshots\legit\www.tenable.com_8cc32751.png,www.tenable.com,8cc32751,0
data/raw\screenshots\legit\washington.edu_2293009d.png,washington.edu,2293009d,0
data/raw\screenshots\phishing\schedlgesmbh.com_5e9482c0.png,schedlgesmbh.com,5e9482c0,1
data/raw\screenshots\legit\commu.nosv.org_e60933b6.png,commu.nosv.org,e60933b6,0
data/raw\screenshots\phishing\s.teamw.cc_4d559de2.png,s.teamw.cc,4d559de2,1
data/raw\screenshots\legit\stripchat.com_67677a47.png,stripchat.com,67677a47,0
data/raw\screenshots\phishing\genshinleaks.com_ab79126e.png,genshinleaks.com,ab79126e,1
data/raw\screenshots\legit\www.ilgiornale.it_443_40080407.png,www.ilgiornale.it,443,0
data/raw\screenshots\phishing\88748t.com_e0b5d3a5.png,88748t.com,e0b5d3a5,1
data/raw\screenshots\legit\www.raiffeisen.ru_b92f68aa.png,www.raiffeisen.ru,b92f68aa,0
data/raw\screenshots\phishing\551008o.cc_e21381d5.png,551008o.cc,e21381d5,1
data/raw\screenshots\legit\www.browserstack.com_7b9e6294.png,www.browserstack.com,7b9e6294,0
data/raw\screenshots\legit\www.cumlouder.com_eeb72a2e.png,www.cumlouder.com,eeb72a2e,0
data/raw\screenshots\phishing\imtoken.it_4cc5e4a3.png,imtoken.it,4cc5e4a3,1
data/raw\screenshots\legit\priceoye.pk_b8b56f2f.png,priceoye.pk,b8b56f2f,0
data/raw\screenshots\phishing\pb36555.net_17c639cb.png,pb36555.net,17c639cb,1
data/raw\screenshots\phishing\xx551001.com_8d1ef92d.png,xx551001.com,8d1ef92d,1
data/raw\screenshots\phishing\channelhub.info_be6fd9a7.png,channelhub.info,be6fd9a7,1
data/raw\screenshots\phishing\hd575365.vip_1baf2cb1.png,hd575365.vip,1baf2cb1,1
data/raw\screenshots\phishing\6688188.vip_11cd4d75.png,6688188.vip,11cd4d75,1
data/raw\screenshots\phishing\steam.bywg.vip_2b214f43.png,steam.bywg.vip,2b214f43,1
data/raw\screenshots\phishing\signin10log0onlinewp-mbissl.github.io_3c0aef01.png,signin10log0onlinewp-mbissl.github.io,3c0aef01,1
data/raw\screenshots\legit\www.leadsquared.com_e2438968.png,www.leadsquared.com,e2438968,0
data/raw\screenshots\phishing\nrfn.0n7b1ogf0p1.top_23b7e49f.png,nrfn.0n7b1ogf0p1.top,23b7e49f,1
data/raw\screenshots\phishing\bit.ly_ee120d55.png,bit.ly,ee120d55,1
data/raw\screenshots\phishing\wap.peacockquilting.com_3a4d5eda.png,wap.peacockquilting.com,3a4d5eda,1
data/raw\screenshots\phishing\totalcleaner.digital_5149d994.png,totalcleaner.digital,5149d994,1
data/raw\screenshots\legit\spotify.net_77c88937.png,spotify.net,77c88937,0
data/raw\screenshots\phishing\qrfy.io_33780ccf.png,qrfy.io,33780ccf,1
data/raw\screenshots\legit\www.kennasecurity.com_68e4eeca.png,www.kennasecurity.com,68e4eeca,0
data/raw\screenshots\phishing\steamgift.info_b008655d.png,steamgift.info,b008655d,1
data/raw\screenshots\phishing\www.positivestrokes.net_9b15c4cd.png,www.positivestrokes.net,9b15c4cd,1
data/raw\screenshots\legit\www.paziresh24.com_0d92b56d.png,www.paziresh24.com,0d92b56d,0
data/raw\screenshots\legit\hqporner.com_34e83ddb.png,hqporner.com,34e83ddb,0
data/raw\screenshots\legit\xxxvideo.link_a0788e6d.png,xxxvideo.link,a0788e6d,0
data/raw\screenshots\phishing\wepyztkqnxbvg.top_c82e272e.png,wepyztkqnxbvg.top,c82e272e,1
data/raw\screenshots\legit\cookbook.fivem.net_e4e00e0a.png,cookbook.fivem.net,e4e00e0a,0
data/raw\screenshots\phishing\ef365.3656aak.cc_360cccdc.png,ef365.3656aak.cc,360cccdc,1
data/raw\screenshots\phishing\www.g0oge.com_396cbeee.png,www.g0oge.com,396cbeee,1
data/raw\screenshots\legit\www.career-advice.monster.ie_7df039d7.png,www.career-advice.monster.ie,7df039d7,0
data/raw\screenshots\legit\bigthink.com_a9e88a32.png,bigthink.com,a9e88a32,0
data/raw\screenshots\phishing\k2024163.com_298ea6b4.png,k2024163.com,298ea6b4,1
data/raw\screenshots\legit\www.here.com_443_0ef8ba12.png,www.here.com,443,0
data/raw\screenshots\legit\login.inleed.net_6bc36aba.png,login.inleed.net,6bc36aba,0
data/raw\screenshots\legit\doaj.org_2b7c814f.png,doaj.org,2b7c814f,0
data/raw\screenshots\legit\www.spacex.com_5e1e5609.png,www.spacex.com,5e1e5609,0
data/raw\screenshots\phishing\66c500.vip_e30d20cc.png,66c500.vip,e30d20cc,1
data/raw\screenshots\legit\www.strikingly.com_a69a6c2e.png,www.strikingly.com,a69a6c2e,0
data/raw\screenshots\legit\hentaila.tv_eaebe104.png,hentaila.tv,eaebe104,0
data/raw\screenshots\phishing\k551005.cc_7397a8f5.png,k551005.cc,7397a8f5,1
data/raw\screenshots\legit\www.google.co.tz_c1e43732.png,www.google.co.tz,c1e43732,0
data/raw\screenshots\phishing\mailaccountvalidationmicrostmail.com_85bc7f75.png,mailaccountvalidationmicrostmail.com,85bc7f75,1
data/raw\screenshots\legit\adtarget.com.tr_4ab8fcf0.png,adtarget.com.tr,4ab8fcf0,0
data/raw\screenshots\legit\www.aol.co.uk_e6d19d00.png,www.aol.co.uk,e6d19d00,0
data/raw\screenshots\phishing\matsuniversity.ac.in_59edd133.png,matsuniversity.ac.in,59edd133,1
data/raw\screenshots\legit\priceoye.pk_0d09d547.png,priceoye.pk,0d09d547,0
data/raw\screenshots\phishing\www.zzhuiban.com_97318ea5.png,www.zzhuiban.com,97318ea5,1
data/raw\screenshots\legit\www.asu.edu_bb1a2ae4.png,www.asu.edu,bb1a2ae4,0
data/raw\screenshots\phishing\rabilog.conohawing.com_a6838237.png,rabilog.conohawing.com,a6838237,1
data/raw\screenshots\phishing\v2r.wwwzls.pp.ua_fa7417b6.png,v2r.wwwzls.pp.ua,fa7417b6,1
data/raw\screenshots\legit\appmedia.jp_211146cc.png,appmedia.jp,211146cc,0
data/raw\screenshots\phishing\lhttps--www--roblox.com_2c449c95.png,lhttps--www--roblox.com,2c449c95,1
data/raw\screenshots\legit\www.squirt.org_4fb37577.png,www.squirt.org,4fb37577,0
data/raw\screenshots\legit\leroymerlin.pt_22dc7bc3.png,leroymerlin.pt,22dc7bc3,0
data/raw\screenshots\legit\www.louisvuitton.com_c22e9fbe.png,www.louisvuitton.com,c22e9fbe,0
data/raw\screenshots\legit\spotify.com_f90b9421.png,spotify.com,f90b9421,0
data/raw\screenshots\legit\www.free.fr_77eb3d5c.png,www.free.fr,77eb3d5c,0
data/raw\screenshots\phishing\mwbczlqrftvhj.club_c10468fd.png,mwbczlqrftvhj.club,c10468fd,1
data/raw\screenshots\legit\www.lindependant.fr_1a4ee05b.png,www.lindependant.fr,1a4ee05b,0
data/raw\screenshots\phishing\www.e-receipts.co_102336e5.png,www.e-receipts.co,102336e5,1
data/raw\screenshots\legit\test-ipv6.com_7d0da617.png,test-ipv6.com,7d0da617,0
data/raw\screenshots\legit\www.guardingvision.com_53c2e5b1.png,www.guardingvision.com,53c2e5b1,0
data/raw\screenshots\legit\gallop.sanspo.com_5e33d742.png,gallop.sanspo.com,5e33d742,0
data/raw\screenshots\legit\umd.edu_546c03cb.png,umd.edu,546c03cb,0
data/raw\screenshots\legit\commu.nosv.org_928013c5.png,commu.nosv.org,928013c5,0
data/raw\screenshots\legit\beastiality.tv_f1b00770.png,beastiality.tv,f1b00770,0
data/raw\screenshots\legit\www.cnbc.com_b351418e.png,www.cnbc.com,b351418e,0
data/raw\screenshots\legit\Google.de_061365fd.png,Google.de,061365fd,0
data/raw\screenshots\legit\www.jstor.org_f5d8110a.png,www.jstor.org,f5d8110a,0
data/raw\screenshots\phishing\api.childrenscenturyclassics.com_cdfc97e5.png,api.childrenscenturyclassics.com,cdfc97e5,1
data/raw\screenshots\phishing\551009m.cc_f264fe84.png,551009m.cc,f264fe84,1
data/raw\screenshots\phishing\www.uspostofficecareer.com_5861d9ef.png,www.uspostofficecareer.com,5861d9ef,1
data/raw\screenshots\phishing\l5h3b.com_46fdcff1.png,l5h3b.com,46fdcff1,1
data/raw\screenshots\phishing\popl.co_15a4d373.png,popl.co,15a4d373,1
data/raw\screenshots\legit\www.digg.com_3c6b1465.png,www.digg.com,3c6b1465,0
data/raw\screenshots\legit\hqporner.com_a854c71c.png,hqporner.com,a854c71c,0
data/raw\screenshots\legit\www.usps.com_e7be77a0.png,www.usps.com,e7be77a0,0
data/raw\screenshots\legit\www.thenation.com_ac2be186.png,www.thenation.com,ac2be186,0
data/raw\screenshots\phishing\551001l.cc_0d1e8a36.png,551001l.cc,0d1e8a36,1
data/raw\screenshots\legit\www.qcloud.com_309a0bee.png,www.qcloud.com,309a0bee,0
data/raw\screenshots\phishing\paypalloginin-usa.blogspot.si_17df8a8d.png,paypalloginin-usa.blogspot.si,17df8a8d,1
data/raw\screenshots\legit\www.engadget.com_549a7a85.png,www.engadget.com,549a7a85,0
data/raw\screenshots\legit\thepioneerwoman.com_cd0fedc4.png,thepioneerwoman.com,cd0fedc4,0
data/raw\screenshots\phishing\datagivers.com_5946df92.png,datagivers.com,5946df92,1
data/raw\screenshots\phishing\www.shorter.gg_e872bec0.png,www.shorter.gg,e872bec0,1
data/raw\screenshots\phishing\bin-22.com_b714c711.png,bin-22.com,b714c711,1
data/raw\screenshots\legit\www.yospace.com_2573f53c.png,www.yospace.com,2573f53c,0
data/raw\screenshots\legit\www.telefonica.de_d6e79a95.png,www.telefonica.de,d6e79a95,0
data/raw\screenshots\legit\www.google.com.ph_d54855be.png,www.google.com.ph,d54855be,0
data/raw\screenshots\phishing\szf0jj-vd.myshopify.com_eb4e67ef.png,szf0jj-vd.myshopify.com,eb4e67ef,1
data/raw\screenshots\legit\mosyle.com_a7a485e8.png,mosyle.com,a7a485e8,0
data/raw\screenshots\legit\www.porndr.com_7c84cf0c.png,www.porndr.com,7c84cf0c,0
data/raw\screenshots\phishing\waefew.top_f4d9d9c4.png,waefew.top,f4d9d9c4,1
data/raw\screenshots\phishing\m.zj-zn.com_0aea9489.png,m.zj-zn.com,0aea9489,1
data/raw\screenshots\legit\sendpulse.com_92a360c7.png,sendpulse.com,92a360c7,0
data/raw\screenshots\legit\www.azcentral.com_475f34b3.png,www.azcentral.com,475f34b3,0
data/raw\screenshots\phishing\www.fokoconsulting.com_39b92d9b.png,www.fokoconsulting.com,39b92d9b,1
data/raw\screenshots\phishing\discord.paypopeye.com_cb86bccc.png,discord.paypopeye.com,cb86bccc,1
data/raw\screenshots\legit\sbis.ru_d36bb288.png,sbis.ru,d36bb288,0
data/raw\screenshots\legit\www.avg.com_3fe0a082.png,www.avg.com,3fe0a082,0
data/raw\screenshots\legit\www.icicibank.com_136a2d0a.png,www.icicibank.com,136a2d0a,0
data/raw\screenshots\legit\vivo.com_8785fad0.png,vivo.com,8785fad0,0
data/raw\screenshots\legit\www.futura-sciences.com_7f67d348.png,www.futura-sciences.com,7f67d348,0
data/raw\screenshots\legit\www.softlayer.com_f617057a.png,www.softlayer.com,f617057a,0
data/raw\screenshots\legit\ilgazzettino.it_443_fe7c549a.png,ilgazzettino.it,443,0
data/raw\screenshots\legit\www.osha.gov_558a1b99.png,www.osha.gov,558a1b99,0
data/raw\screenshots\legit\www.google.rs_eb87db2f.png,www.google.rs,eb87db2f,0
data/raw\screenshots\legit\www.mercadopago.com_8b82e225.png,www.mercadopago.com,8b82e225,0
data/raw\screenshots\phishing\551006m.cc_8e31bc7a.png,551006m.cc,8e31bc7a,1
data/raw\screenshots\phishing\sankatmochansai.me_5cf2dd57.png,sankatmochansai.me,5cf2dd57,1
data/raw\screenshots\phishing\www.021lm.com_cd89676f.png,www.021lm.com,cd89676f,1
data/raw\screenshots\legit\quiknode.pro_d02669ea.png,quiknode.pro,d02669ea,0
data/raw\screenshots\legit\www.pornolandia.xxx_94f58b29.png,www.pornolandia.xxx,94f58b29,0
data/raw\screenshots\legit\www.clever.com_6ae841ab.png,www.clever.com,6ae841ab,0
data/raw\screenshots\phishing\amazon-prime-opui.openplatform.co_f65b3721.png,amazon-prime-opui.openplatform.co,f65b3721,1
data/raw\screenshots\phishing\flickreviewers.com_9b5e579b.png,flickreviewers.com,9b5e579b,1
data/raw\screenshots\legit\vuejs.org_1a071c9f.png,vuejs.org,1a071c9f,0
data/raw\screenshots\phishing\www.shorten.is_d41c4089.png,www.shorten.is,d41c4089,1
data/raw\screenshots\legit\disqus.com_9e2dfdec.png,disqus.com,9e2dfdec,0
data/raw\screenshots\legit\ecnavi.jp_89be253a.png,ecnavi.jp,89be253a,0
data/raw\screenshots\phishing\1211.541915636.xyz_941798d2.png,1211.541915636.xyz,941798d2,1
data/raw\screenshots\phishing\advancedsystemrepair.com_2c474cb5.png,advancedsystemrepair.com,2c474cb5,1
data/raw\screenshots\legit\tuoitre.vn_6c510a4f.png,tuoitre.vn,6c510a4f,0
data/raw\screenshots\phishing\paypalloginin-usa.blogspot.com_4aa5ef70.png,paypalloginin-usa.blogspot.com,4aa5ef70,1
data/raw\screenshots\legit\www.immobilienscout24.de_d7b3a892.png,www.immobilienscout24.de,d7b3a892,0
data/raw\screenshots\legit\www.tomtom.com_64a1b66d.png,www.tomtom.com,64a1b66d,0
data/raw\screenshots\legit\www.outlookindia.com_b76d0696.png,www.outlookindia.com,b76d0696,0
data/raw\screenshots\legit\kmv.ru_3d5b0d1a.png,kmv.ru,3d5b0d1a,0
data/raw\screenshots\legit\www.smule.com_21381327.png,www.smule.com,21381327,0
data/raw\screenshots\legit\fpstatic.cashstar.com_578a6f97.png,fpstatic.cashstar.com,578a6f97,0
data/raw\screenshots\phishing\www.ramirezjocelyn.com_c08f1e21.png,www.ramirezjocelyn.com,c08f1e21,1
data/raw\screenshots\phishing\www.dy666666.com_7341cd30.png,www.dy666666.com,7341cd30,1
data/raw\screenshots\legit\www.worldatlas.com_9bea9183.png,www.worldatlas.com,9bea9183,0
data/raw\screenshots\phishing\misty-paper-6918.on.fleek.co_c780f050.png,misty-paper-6918.on.fleek.co,c780f050,1
data/raw\screenshots\phishing\zekiofarm.com_c2fcab4d.png,zekiofarm.com,c2fcab4d,1
data/raw\screenshots\phishing\551004k.cc_07e8e60b.png,551004k.cc,07e8e60b,1
data/raw\screenshots\legit\www.kiabi.com_b7e73ba8.png,www.kiabi.com,b7e73ba8,0
data/raw\screenshots\phishing\srteamcommunity.com_7d620c7d.png,srteamcommunity.com,7d620c7d,1
data/raw\screenshots\legit\www.obilet.com_fecd7674.png,www.obilet.com,fecd7674,0
data/raw\screenshots\legit\www.nottingham.ac.uk_15e83eca.png,www.nottingham.ac.uk,15e83eca,0
data/raw\screenshots\legit\abo.lepoint.fr_515e568f.png,abo.lepoint.fr,515e568f,0
data/raw\screenshots\phishing\securitydirectapp.com_9390e983.png,securitydirectapp.com,9390e983,1
data/raw\screenshots\phishing\www.1632888.com_e54f9185.png,www.1632888.com,e54f9185,1
data/raw\screenshots\legit\postimg.cc_d6c4f07d.png,postimg.cc,d6c4f07d,0
data/raw\screenshots\legit\progressive.com_dfbb6282.png,progressive.com,dfbb6282,0
data/raw\screenshots\legit\www.ml.com_e4db8227.png,www.ml.com,e4db8227,0
data/raw\screenshots\legit\www.grammarly.com_24c90dc1.png,www.grammarly.com,24c90dc1,0
data/raw\screenshots\phishing\www.sneakerrotation.com.np_9a2eb3a3.png,www.sneakerrotation.com.np,9a2eb3a3,1
data/raw\screenshots\legit\www.nottingham.ac.uk_742a5fbb.png,www.nottingham.ac.uk,742a5fbb,0
data/raw\screenshots\legit\electrek.co_e20f09b7.png,electrek.co,e20f09b7,0
data/raw\screenshots\phishing\thespotifypremiumapk.app_f6960a37.png,thespotifypremiumapk.app,f6960a37,1
data/raw\screenshots\legit\spbtv.com_74410f3b.png,spbtv.com,74410f3b,0
data/raw\screenshots\legit\www3.impots.gouv.fr_257f7d26.png,www3.impots.gouv.fr,257f7d26,0
data/raw\screenshots\phishing\faecbook.vn_a1db3507.png,faecbook.vn,a1db3507,1
data/raw\screenshots\phishing\cc168a.com_fb67ea0a.png,cc168a.com,fb67ea0a,1
data/raw\screenshots\phishing\www.aseguratuvida360.com_90e4577b.png,www.aseguratuvida360.com,90e4577b,1
data/raw\screenshots\legit\www.spamhaus.org_f7929d59.png,www.spamhaus.org,f7929d59,0
data/raw\screenshots\phishing\c551005.com_8989_6fe5900d.png,c551005.com,8989,1
data/raw\screenshots\legit\www.ipcc.ch_50d6e91d.png,www.ipcc.ch,50d6e91d,0
data/raw\screenshots\phishing\www.shorten.world_5699efcd.png,www.shorten.world,5699efcd,1
data/raw\screenshots\phishing\b551000.cc_3b9761d4.png,b551000.cc,3b9761d4,1
data/raw\screenshots\legit\grammarly.com_cbba2a9c.png,grammarly.com,cbba2a9c,0
data/raw\screenshots\phishing\eu.jotform.com_2aa881a1.png,eu.jotform.com,2aa881a1,1
data/raw\screenshots\legit\www.harvard.edu_4b174535.png,www.harvard.edu,4b174535,0
data/raw\screenshots\legit\www.doubleclick.com_2ce40aa6.png,www.doubleclick.com,2ce40aa6,0
data/raw\screenshots\phishing\tokzen.im_2521b126.png,tokzen.im,2521b126,1
data/raw\screenshots\legit\www.google.com.kw_bac12e7a.png,www.google.com.kw,bac12e7a,0
data/raw\screenshots\legit\javhd.today_cde300c8.png,javhd.today,cde300c8,0
data/raw\screenshots\phishing\quangcaobus.com_7f478b11.png,quangcaobus.com,7f478b11,1
data/raw\screenshots\phishing\thesweetoffer.com_6ca3a192.png,thesweetoffer.com,6ca3a192,1
data/raw\screenshots\legit\www.aktuality.sk_713885e7.png,www.aktuality.sk,713885e7,0
data/raw\screenshots\legit\dawn.com_b76f2533.png,dawn.com,b76f2533,0
data/raw\screenshots\legit\www.stripchat.com_d3d77a89.png,www.stripchat.com,d3d77a89,0
data/raw\screenshots\legit\www.serverwatch.com_61aa8eda.png,www.serverwatch.com,61aa8eda,0
data/raw\screenshots\legit\Google.es_3503f816.png,Google.es,3503f816,0
data/raw\screenshots\legit\www.anv.ddnss.de_811e4e03.png,www.anv.ddnss.de,811e4e03,0
data/raw\screenshots\legit\www.volkswagen.de_372fab85.png,www.volkswagen.de,372fab85,0
data/raw\screenshots\legit\www.counterpane.com_0847171f.png,www.counterpane.com,0847171f,0
data/raw\screenshots\phishing\biolink.website_5809cfea.png,biolink.website,5809cfea,1
data/raw\screenshots\legit\www.ig.com.br_4d6d673c.png,www.ig.com.br,4d6d673c,0
data/raw\screenshots\phishing\allpro-coatings.com_e55d3b76.png,allpro-coatings.com,e55d3b76,1
data/raw\screenshots\legit\www.wikia.com_4dde7c96.png,www.wikia.com,4dde7c96,0
data/raw\screenshots\phishing\aimarketingtools.cloud_f9b65f1d.png,aimarketingtools.cloud,f9b65f1d,1
data/raw\screenshots\legit\www.box.com_443_b64c739e.png,www.box.com,443,0
data/raw\screenshots\phishing\m29cyfmd.authlnk.com_f6977d74.png,m29cyfmd.authlnk.com,f6977d74,1
data/raw\screenshots\legit\hqporner.com_81a4eee5.png,hqporner.com,81a4eee5,0
data/raw\screenshots\legit\worldoftanks.eu_7618f974.png,worldoftanks.eu,7618f974,0
data/raw\screenshots\legit\www.ghostery.com_b998d701.png,www.ghostery.com,b998d701,0
data/raw\screenshots\phishing\q-r.to_1de305c8.png,q-r.to,1de305c8,1
data/raw\screenshots\phishing\sonyps4customerservice.blogspot.co.il_2a7e4902.png,sonyps4customerservice.blogspot.co.il,2a7e4902,1
data/raw\screenshots\phishing\j551008.cc_98b75274.png,j551008.cc,98b75274,1
data/raw\screenshots\phishing\qvs.ryd.mybluehostin.me_9398439a.png,qvs.ryd.mybluehostin.me,9398439a,1
data/raw\screenshots\legit\www.pornohirsch.net_77f817e1.png,www.pornohirsch.net,77f817e1,0
data/raw\screenshots\legit\www.tokyo-sports.co.jp_9d79524e.png,www.tokyo-sports.co.jp,9d79524e,0
data/raw\screenshots\phishing\wap.ccsguns.com_ed4c8e60.png,wap.ccsguns.com,ed4c8e60,1
data/raw\screenshots\phishing\desafio.org_037a1c9c.png,desafio.org,037a1c9c,1
data/raw\screenshots\legit\www.icims.com_8e347a19.png,www.icims.com,8e347a19,0
data/raw\screenshots\legit\fuckmoral.com_c6c7fa58.png,fuckmoral.com,c6c7fa58,0
data/raw\screenshots\phishing\ldy.imtoken-sg.vip_8baac94f.png,ldy.imtoken-sg.vip,8baac94f,1
data/raw\screenshots\phishing\follow-folder.com_f315d215.png,follow-folder.com,f315d215,1
data/raw\screenshots\legit\www.aol.co.uk_127ccf68.png,www.aol.co.uk,127ccf68,0
data/raw\screenshots\legit\www.harvard.edu_ccef5a93.png,www.harvard.edu,ccef5a93,0
data/raw\screenshots\phishing\edf566.com_b501ff34.png,edf566.com,b501ff34,1
data/raw\screenshots\legit\www.paziresh24.com_699ccf0e.png,www.paziresh24.com,699ccf0e,0
data/raw\screenshots\phishing\steamcommnnity.com_936dfdf6.png,steamcommnnity.com,936dfdf6,1
data/raw\screenshots\legit\www.google.gr_7cd56ed6.png,www.google.gr,7cd56ed6,0
data/raw\screenshots\legit\prom.ua_e6bea816.png,prom.ua,e6bea816,0
data/raw\screenshots\phishing\pubgmobile.event-official.com_02bdbba2.png,pubgmobile.event-official.com,02bdbba2,1
data/raw\screenshots\phishing\www.griffithdds.com_23bf883f.png,www.griffithdds.com,23bf883f,1
data/raw\screenshots\legit\cri.cn_28f343b4.png,cri.cn,28f343b4,0
data/raw\screenshots\legit\battwo.com_869a31b8.png,battwo.com,869a31b8,0
data/raw\screenshots\phishing\vbgjww.hh8sfwsx.cf_b06b5513.png,vbgjww.hh8sfwsx.cf,b06b5513,1
data/raw\screenshots\phishing\www.picue.net_bb8614d2.png,www.picue.net,bb8614d2,1
data/raw\screenshots\legit\etherscan.io_60ec838a.png,etherscan.io,60ec838a,0
data/raw\screenshots\phishing\662t.vip_95f84e13.png,662t.vip,95f84e13,1
data/raw\screenshots\phishing\www.551006s.cc_094ca5d5.png,www.551006s.cc,094ca5d5,1
data/raw\screenshots\phishing\cpvip58.com_a4a24ea5.png,cpvip58.com,a4a24ea5,1
data/raw\screenshots\phishing\www.551008q.cc_559fe6ea.png,www.551008q.cc,559fe6ea,1
data/raw\screenshots\phishing\jljiefeng.com_2613d08c.png,jljiefeng.com,2613d08c,1
data/raw\screenshots\legit\hamyar.in_384f1ad5.png,hamyar.in,384f1ad5,0
data/raw\screenshots\legit\www.law.com_40a16593.png,www.law.com,40a16593,0
data/raw\screenshots\legit\prodoctorov.ru_487b0445.png,prodoctorov.ru,487b0445,0
data/raw\screenshots\phishing\2no.co_9bf6566c.png,2no.co,9bf6566c,1
data/raw\screenshots\phishing\m.028panpan.com_60f81146.png,m.028panpan.com,60f81146,1
data/raw\screenshots\phishing\www.fengsanrui.com_2f58bad1.png,www.fengsanrui.com,2f58bad1,1
data/raw\screenshots\phishing\net24-bncomontepio.com_a5fa0776.png,net24-bncomontepio.com,a5fa0776,1
data/raw\screenshots\legit\www.ncaa.com_90140016.png,www.ncaa.com,90140016,0
data/raw\screenshots\legit\www.quora.com_96c0e5aa.png,www.quora.com,96c0e5aa,0
data/raw\screenshots\legit\traffmonetizer.com_6658990a.png,traffmonetizer.com,6658990a,0
data/raw\screenshots\phishing\www.roblox.com.by_541df217.png,www.roblox.com.by,541df217,1
data/raw\screenshots\legit\www.getrushapp.com_02d89012.png,www.getrushapp.com,02d89012,0
data/raw\screenshots\phishing\steamcommunity.comprofiles76561199164738635.l1ve709.com_f997dd4f.png,steamcommunity.comprofiles76561199164738635.l1ve709.com,f997dd4f,1
data/raw\screenshots\phishing\www.dhlproductosyservicios.com_d6991948.png,www.dhlproductosyservicios.com,d6991948,1
data/raw\screenshots\phishing\i551009.cc_8989_9e9c685f.png,i551009.cc,8989,1
data/raw\screenshots\phishing\www.aa8588.com_67d7648b.png,www.aa8588.com,67d7648b,1
data/raw\screenshots\phishing\axrpsbfzlmqok.work_7adc1102.png,axrpsbfzlmqok.work,7adc1102,1
data/raw\screenshots\legit\www.thebalancemoney.com_443_8f02dcb3.png,www.thebalancemoney.com,443,0
data/raw\screenshots\legit\www.carfax.com_1ab04d80.png,www.carfax.com,1ab04d80,0
data/raw\screenshots\legit\vkusvill.ru_443_434d4600.png,vkusvill.ru,443,0
data/raw\screenshots\legit\sundaysky.com_e569d4bf.png,sundaysky.com,e569d4bf,0
data/raw\screenshots\phishing\3789cc.com_e054daf8.png,3789cc.com,e054daf8,1
